# Seconds of Week            X-ECEF            Y-ECEF            Z-ECEF        VX        VY        VZ     Pitch      Roll       Yaw      GyroBiasX      GyroBiasY      GyroBiasZ      AcceBiasX      AcceBiasY      AcceBiasZ         
#             (s)               (m)               (m)               (m)     (m/s)     (m/s)     (m/s)     (deg)     (deg)     (deg)        (deg/h)        (deg/h)        (deg/h)           (mg)           (mg)           (mg)
     359061.002500      -2267528.106       5008976.362       3221709.806     2.599     2.321    -1.741    0.8296   -0.2521 -117.0858         0.8343        -4.2903         2.6084        -0.2036         2.9307         1.5469
     359061.102500      -2267527.845       5008976.595       3221709.635     2.627     2.323    -1.679    0.7754   -0.3796 -116.5268         0.8334        -4.2925         2.6072        -0.2036         2.9306         1.5468
     359061.202500      -2267527.582       5008976.827       3221709.471     2.653     2.289    -1.623    0.7777   -0.4077 -115.9917         0.8326        -4.2948         2.5977        -0.2038         2.9305         1.5468
     359061.302500      -2267527.314       5008977.054       3221709.312     2.692     2.262    -1.576    0.8586   -0.3750 -115.4397         0.8322        -4.2957         2.5953        -0.2038         2.9305         1.5468
     359061.402500      -2267527.045       5008977.281       3221709.155     2.702     2.271    -1.569    0.9122   -0.3680 -114.8809         0.8315        -4.2976         2.5888        -0.2039         2.9303         1.5467
     359061.502500      -2267526.775       5008977.509       3221709.000     2.718     2.253    -1.534    0.9165   -0.3880 -114.3388         0.8308        -4.2987         2.5864        -0.2039         2.9304         1.5466
     359061.602500      -2267526.502       5008977.733       3221708.851     2.727     2.221    -1.484    1.0120   -0.2646 -113.8437         0.8281        -4.3054         2.5546        -0.2044         2.9292         1.5466
     359061.702500      -2267526.231       5008977.954       3221708.701     2.721     2.222    -1.506    1.1814   -0.3610 -113.3734         0.8277        -4.3055         2.5550        -0.2044         2.9293         1.5466
     359061.802500      -2267525.957       5008978.177       3221708.552     2.742     2.241    -1.489    1.2309   -0.3689 -112.9265         0.8277        -4.3054         2.5552        -0.2044         2.9293         1.5466
     359061.902500      -2267525.682       5008978.402       3221708.404     2.763     2.253    -1.474    1.1275   -0.5071 -112.5673         0.8272        -4.3055         2.5566        -0.2044         2.9295         1.5465
     359062.002500      -2267525.406       5008978.628       3221708.258     2.759     2.240    -1.439    0.9668   -0.5873 -112.2007         0.8272        -4.3055         2.5569        -0.2044         2.9295         1.5465
     359062.102500      -2267525.131       5008978.848       3221708.116     2.745     2.194    -1.386    0.9574   -0.6002 -111.8543         0.8276        -4.3051         2.5577        -0.2044         2.9295         1.5466
     359062.202500      -2267524.856       5008979.066       3221707.979     2.754     2.177    -1.349    0.9979   -0.5445 -111.6114         0.8276        -4.3051         2.5576        -0.2044         2.9295         1.5466
     359062.302500      -2267524.580       5008979.285       3221707.847     2.756     2.180    -1.318    0.9484   -0.4009 -111.4839         0.8272        -4.3055         2.5569        -0.2044         2.9295         1.5465
     359062.402500      -2267524.308       5008979.503       3221707.712     2.708     2.176    -1.382    0.8571   -0.4492 -111.3893         0.8272        -4.3055         2.5569        -0.2044         2.9295         1.5465
     359062.502500      -2267524.037       5008979.718       3221707.574     2.694     2.121    -1.364    0.8127   -0.4143 -111.3207         0.8273        -4.3058         2.5552        -0.2043         2.9294         1.5466
     359062.602500      -2267523.769       5008979.927       3221707.438     2.684     2.073    -1.340    0.8991   -0.3348 -111.3455         0.8273        -4.3059         2.5544        -0.2043         2.9294         1.5466
     359062.702500      -2267523.502       5008980.135       3221707.305     2.671     2.079    -1.320    1.0210   -0.2158 -111.4674         0.8277        -4.3052         2.5583        -0.2040         2.9297         1.5465
     359062.802500      -2267523.235       5008980.345       3221707.174     2.649     2.109    -1.312    1.0040   -0.0128 -111.6608         0.8279        -4.3053         2.5571        -0.2040         2.9297         1.5466
     359062.902500      -2267522.975       5008980.559       3221707.039     2.581     2.130    -1.385    0.9507    0.0529 -111.9283         0.8313        -4.2992         2.5753        -0.2028         2.9318         1.5464
     359063.002500      -2267522.718       5008980.771       3221706.898     2.559     2.112    -1.415    0.8697   -0.0296 -112.2762         0.8313        -4.2992         2.5753        -0.2028         2.9318         1.5464
     359063.102500      -2267522.468       5008980.987       3221706.751     2.497     2.095    -1.474    0.7968   -0.0882 -112.6808         0.8376        -4.2908         2.6029        -0.2005         2.9350         1.5463
     359063.202500      -2267522.226       5008981.201       3221706.596     2.481     2.072    -1.438    0.7965   -0.2000 -113.1557         0.8475        -4.2713         2.6580        -0.1972         2.9413         1.5461
     359063.302500      -2267521.979       5008981.409       3221706.454     2.471     2.078    -1.408    0.7779   -0.0137 -113.7110         0.8478        -4.2699         2.6604        -0.1971         2.9416         1.5461
     359063.402500      -2267521.735       5008981.617       3221706.311     2.407     2.094    -1.445    0.7544    0.0685 -114.3350         0.8478        -4.2699         2.6604        -0.1971         2.9416         1.5461
     359063.502500      -2267521.497       5008981.826       3221706.163     2.375     2.082    -1.494    0.7119    0.2062 -114.9911         0.8488        -4.2681         2.6639        -0.1968         2.9420         1.5461
     359063.602500      -2267521.262       5008982.035       3221706.011     2.304     2.089    -1.557    0.6414    0.2766 -115.7136         0.8488        -4.2676         2.6645        -0.1967         2.9421         1.5460
     359063.702500      -2267521.036       5008982.242       3221705.851     2.245     2.060    -1.596    0.7151    0.1597 -116.4913         0.8492        -4.2664         2.6660        -0.1967         2.9424         1.5461
     359063.802500      -2267520.815       5008982.449       3221705.688     2.204     2.067    -1.643    0.8644    0.2308 -117.3348         0.8505        -4.2623         2.6748        -0.1964         2.9436         1.5461
     359063.902500      -2267520.597       5008982.658       3221705.521     2.193     2.087    -1.663    0.9921    0.2126 -118.2737         0.8509        -4.2596         2.6784        -0.1962         2.9442         1.5460
     359064.002500      -2267520.380       5008982.869       3221705.352     2.164     2.125    -1.712    1.0466    0.3017 -119.2352         0.8510        -4.2574         2.6807        -0.1961         2.9447         1.5460
     359064.102500      -2267520.167       5008983.084       3221705.177     2.102     2.157    -1.787    1.0215    0.2979 -120.2167         0.8514        -4.2566         2.6823        -0.1960         2.9449         1.5459
     359064.202500      -2267519.960       5008983.300       3221704.996     2.069     2.147    -1.822    0.9932    0.3062 -121.2130         0.8514        -4.2552         2.6837        -0.1959         2.9452         1.5459
     359064.302500      -2267519.756       5008983.513       3221704.810     2.016     2.131    -1.875    1.0651    0.3392 -122.2063         0.8516        -4.2541         2.6850        -0.1959         2.9454         1.5459
     359064.402500      -2267519.561       5008983.732       3221704.618     1.965     2.181    -1.920    1.0978    0.2770 -123.1825         0.8517        -4.2468         2.6928        -0.1956         2.9470         1.5458
     359064.502500      -2267519.368       5008983.951       3221704.425     1.924     2.212    -1.947    1.0723    0.3181 -124.1681         0.8521        -4.2453         2.6954        -0.1955         2.9475         1.5457
     359064.602500      -2267519.179       5008984.173       3221704.225     1.871     2.210    -2.007    1.0377    0.2706 -125.1862         0.8528        -4.2424         2.6995        -0.1952         2.9482         1.5457
     359064.702500      -2267518.995       5008984.395       3221704.020     1.836     2.214    -2.058    1.0095    0.2720 -126.1946         0.8538        -4.2402         2.7051        -0.1950         2.9489         1.5457
     359064.802500      -2267518.814       5008984.616       3221703.811     1.780     2.216    -2.120    0.9726    0.2369 -127.1900         0.8538        -4.2402         2.7051        -0.1950         2.9489         1.5457
     359064.902500      -2267518.641       5008984.838       3221703.594     1.740     2.222    -2.166    0.9851    0.1619 -128.1836         0.8544        -4.2377         2.7085        -0.1949         2.9495         1.5457
     359065.002500      -2267518.466       5008985.061       3221703.377     1.724     2.252    -2.193    0.9863    0.2151 -129.1898         0.8542        -4.2389         2.7076        -0.1949         2.9493         1.5457
     359065.102500      -2267518.292       5008985.288       3221703.159     1.674     2.271    -2.248    0.9622    0.2234 -130.1630         0.8540        -4.2454         2.7014        -0.1951         2.9478         1.5457
     359065.202500      -2267518.126       5008985.515       3221702.928     1.636     2.282    -2.303    0.9449    0.2107 -131.0988         0.8556        -4.2455         2.7043        -0.1944         2.9481         1.5458
     359065.302500      -2267517.965       5008985.745       3221702.695     1.594     2.292    -2.368    0.9381    0.2452 -132.0604         0.8560        -4.2444         2.7058        -0.1944         2.9484         1.5457
     359065.402500      -2267517.797       5008985.979       3221702.466     1.531     2.298    -2.434    0.9847    0.1629 -133.0527         0.8569        -4.2625         2.6934        -0.1944         2.9449         1.5456
